Country,Year,Population,Crude birth rate,Crude death rate,Crude rate of net migration plus statistical adjustment
Andorra,1986,44593,11.9,,
Andorra,1987,46976,11.0,,
Andorra,1988,48451,11.6,,
Andorra,1989,50528,12.5,,
Andorra,1990,50887,11.9,,
Andorra,1991,54507,11.9,,
Andorra,1992,59048,12.1,,
Andorra,1993,61599,11.4,,
Andorra,1994,65226,10.9,,
Andorra,1995,64311,11.0,,
Andorra,1996,63859,10.9,,
Andorra,1997,64479,11.2,,
Andorra,1998,65306,11.9,,
Andorra,1999,65877,12.6,,
Andorra,2000,65971,11.3,,
Andorra,2001,65844,11.8,,
Andorra,2002,66334,11.2,,
Andorra,2003,67159,10.3,,
Andorra,2004,72320,10.9,3.8,53.9
Andorra,2005,76875,10.7,3.6,14.4
Andorra,2006,78549,10.6,3.3,26.2
Andorra,2007,81222,10.1,2.8,16.1
Andorra,2008,83137,10.4,2.8,8.5
Andorra,2009,84484,9.9,3.2,-11.5
Andorra,2010,84082,9.8,2.8,4.1
Andorra,2011,78115,,,
Andorra,2012,78115,9.5,3.9,-29.8
Andorra,2013,76246,,,
Andorra,2019,76177,7.0,3.9,14.7
Albania,1960,1583800,43.3,10.4,-1.8
Albania,1961,1633800,41.2,9.3,-0.6
Albania,1962,1685800,39.3,10.7,1.3
Albania,1963,1736838,39.1,10.0,0.1
Albania,1964,1788404,37.8,8.7,-0.7
Albania,1965,1839866,35.2,9.0,0.5
Albania,1966,1889715,34.0,8.6,0.6
Albania,1967,1939430,35.2,8.4,-0.2
Albania,1968,1991765,35.5,8.0,2.6
Albania,1969,2052778,35.3,7.5,0.0
Albania,1970,2110612,32.5,9.3,0.0
Albania,1971,2160345,33.3,8.1,0.0
Albania,1972,2215361,32.8,8.1,0.0
Albania,1973,2270891,30.4,7.9,0.0
Albania,1974,2322613,30.6,7.2,0.0
Albania,1975,2377635,29.4,6.8,0.0
Albania,1976,2432027,28.7,7.1,0.0
Albania,1977,2485025,29.2,6.5,0.0
Albania,1978,2542066,27.5,6.3,-2.3
Albania,1979,2590466,27.5,6.7,0.0
Albania,1980,2645198,26.5,6.4,0.0
Albania,1981,2698795,26.5,6.6,0.1
Albania,1982,2753316,27.7,5.9,0.4
Albania,1983,2815239,25.9,6.1,0.4
Albania,1984,2872681,27.3,5.7,0.3
Albania,1985,2936177,26.2,5.8,-1.1
Albania,1986,2993347,25.3,5.7,-0.2
Albania,1987,3051923,25.8,5.6,0.3
Albania,1988,3115286,25.5,5.4,-2.9
Albania,1989,3169386,24.6,5.7,7.6
Albania,1990,3286500,25.1,5.6,-12.1
Albania,1991,3259814,23.8,5.5,-38.1
Albania,1992,3190103,23.4,5.6,-10.2
Albania,1993,3167478,21.1,5.6,-35.5
Albania,1994,3220310,22.6,5.8,-9.2
Albania,1995,3248836,22.8,5.7,-37.3
Albania,1996,3283000,21.7,5.6,-8.3
Albania,1997,3324317,19.7,5.8,-34.4
Albania,1998,3354341,19.3,5.9,-5.6
Albania,1999,3373445,18.8,5.4,-34.1
Albania,2000,3058497,16.7,5.4,-9.3
Albania,2001,3063318,17.4,5.2,-14.3
Albania,2002,3057018,13.9,5.3,-12.6
Albania,2003,3044993,14.9,5.9,-12.5
Albania,2004,3034231,13.5,5.9,-12.5
Albania,2005,3019634,12.9,5.7,-12.6
Albania,2006,3003329,12.0,5.6,-13.6
Albania,2007,2981755,11.6,4.9,-14.6
Albania,2008,2958266,11.3,5.4,-13.4
Albania,2009,2936355,11.7,7.0,-10.7
Albania,2010,2918674,11.7,6.9,-8.7
Albania,2011,2907361,11.8,6.9,-6.4
Albania,2012,2903008,12.2,7.2,-6.8
Albania,2013,2897770,12.3,7.1,-7.1
Albania,2014,2892394,12.4,7.1,-7.5
Albania,2015,2885796,11.4,7.8,-7.1
Albania,2016,2875592,11.0,7.4,-3.2
Albania,2017,2876591,10.7,7.7,-5.2
Albania,2018,2870324,10.1,7.6,-5.2
Albania,2019,2862427,10.0,7.7,-8.1
Albania,2020,2845955,9.9,9.7,-5.9
Albania,2021,2829741,9.7,10.9,-11.7
Albania,2022,2793592,8.9,8.6,-11.7
Albania,2023,2761785,,,
Armenia,2000,3226900,10.6,7.5,-6.8
Armenia,2001,3215300,10.0,7.5,-3.3
Armenia,2002,3212900,10.0,8.0,-2.9
Armenia,2003,3210300,11.1,8.1,-2.5
Armenia,2004,3212200,11.7,8.0,-2.6
Armenia,2005,3215800,11.7,8.2,-2.4
Armenia,2006,3219234,11.7,8.4,-2.1
Armenia,2007,3222953,12.4,8.3,-1.9
Armenia,2008,3230086,12.7,8.5,-1.8
Armenia,2009,3237976,13.7,8.5,-1.6
Armenia,2010,3249482,13.8,8.6,-1.1
Armenia,2011,3262650,13.3,8.6,-1.1
Armenia,2012,3274285,,,
Armenia,2015,3010598,13.9,9.3,-8.6
Armenia,2016,2998577,13.6,9.4,-8.3
Armenia,2017,2986151,12.7,9.1,-8.0
Armenia,2018,2972732,12.3,8.7,-6.2
Armenia,2019,2965269,12.2,8.8,-5.2
Armenia,2020,2959694,12.3,12.2,1.1
Armenia,2021,2963251,,,
Armenia,2023,2977130,12.3,8.1,0.6
Austria,1960,7030385,17.9,12.7,-0.3
Austria,1961,7064693,18.6,12.1,-0.4
Austria,1962,7107904,18.7,12.7,0.2
Austria,1963,7151824,18.8,12.8,0.7
Austria,1964,7199798,18.5,12.3,0.4
Austria,1965,7247804,17.9,13.0,1.4
Austria,1966,7293973,17.6,12.5,2.6
Austria,1967,7350159,17.3,12.9,2.9
Austria,1968,7403837,17.0,12.9,-0.9
Austria,1969,7426968,16.3,13.3,0.7
Austria,1970,7455142,15.0,13.2,1.4
Austria,1971,7479030,14.5,13.0,4.2
Austria,1972,7521933,13.8,12.6,4.7
Austria,1973,7566469,12.9,12.2,4.5
Austria,1974,7605760,12.8,12.4,-2.2
Austria,1975,7592316,12.4,12.7,-3.2
Austria,1976,7565489,11.6,12.6,1.0
Austria,1977,7565561,11.3,12.2,1.7
Austria,1978,7571299,11.3,12.5,-1.2
Austria,1979,7553310,11.4,12.2,-0.3
Austria,1980,7545539,12.0,12.2,1.2
Austria,1981,7553326,12.4,12.2,3.9
Austria,1982,7584094,12.5,12.1,-3.1
Austria,1983,7564185,11.9,12.3,-0.2
Austria,1984,7559635,11.8,11.7,0.4
Austria,1985,7563233,11.6,11.8,0.7
Austria,1986,7566736,11.5,11.5,0.8
Austria,1987,7572852,11.4,11.2,0.2
Austria,1988,7576319,11.6,11.0,1.7
Austria,1989,7594315,11.6,10.9,5.9
Austria,1990,7644818,11.8,10.8,7.6
Austria,1991,7710882,12.2,10.8,9.9
Austria,1992,7798899,12.2,10.6,9.1
Austria,1993,7882519,12.0,10.4,4.2
Austria,1994,7928746,11.6,10.2,0.4
Austria,1995,7943489,11.2,10.2,0.3
Austria,1996,7953067,11.2,10.2,0.5
Austria,1997,7964966,10.5,10.0,0.2
Austria,1998,7971116,10.2,9.8,1.1
Austria,1999,7982461,9.8,9.8,2.5
Austria,2000,8002186,9.8,9.6,2.2
Austria,2001,8020946,9.4,9.3,5.2
Austria,2002,8063640,9.7,9.4,4.3
Austria,2003,8100273,9.5,9.5,5.2
Austria,2004,8142573,9.7,9.1,6.6
Austria,2005,8201359,9.5,9.1,6.1
Austria,2006,8254298,9.4,9.0,3.0
Austria,2007,8282984,9.2,9.0,2.8
Austria,2008,8307989,9.3,9.0,2.9
Austria,2009,8335003,9.2,9.3,2.1
Austria,2010,8351643,9.4,9.2,2.6
Austria,2011,8375164,9.3,9.1,3.7
Austria,2012,8408121,9.4,9.4,5.2
Austria,2013,8451860,9.4,9.4,6.6
Austria,2014,8507786,9.6,9.2,8.6
Austria,2015,8584926,9.8,9.6,13.2
Austria,2016,8700471,10.0,9.2,7.5
Austria,2017,8772865,10.0,9.5,5.1
Austria,2018,8822267,9.7,9.5,4.0
Austria,2019,8858775,9.6,9.4,4.6
Austria,2020,8901064,9.4,10.3,4.4
Austria,2021,8932664,9.6,10.3,5.8
Austria,2022,8978929,9.1,10.3,15.1
Austria,2023,9104772,8.5,9.8,7.2
Azerbaijan,2000,8016200,14.5,5.8,-0.7
Azerbaijan,2001,8081000,13.6,5.6,-0.6
Azerbaijan,2002,8141400,13.5,5.7,-0.4
Azerbaijan,2003,8202500,13.8,6.0,-0.2
Azerbaijan,2004,8265700,15.8,6.0,-0.1
Azerbaijan,2005,8347300,16.9,6.2,-0.1
Azerbaijan,2006,8436400,17.6,6.2,0.0
Azerbaijan,2007,8532700,17.7,6.3,-0.1
Azerbaijan,2008,8629900,17.4,6.0,19.1
Azerbaijan,2009,8896900,17.0,5.9,0.1
Azerbaijan,2010,8997586,18.3,5.9,0.2
Azerbaijan,2011,9111078,19.2,5.9,0.2
Azerbaijan,2012,9235085,18.8,5.9,0.2
Azerbaijan,2013,9356483,18.3,5.8,0.2
Azerbaijan,2014,9477119,17.9,5.8,0.1
Azerbaijan,2015,9593038,17.2,5.7,0.1
Azerbaijan,2016,9705643,16.3,5.8,0.2
Azerbaijan,2017,9809981,14.6,5.8,0.1
Azerbaijan,2018,9898085,14.0,5.8,0.2
Azerbaijan,2019,9981457,14.1,5.6,0.0
Azerbaijan,2020,10067108,12.5,7.5,0.1
Azerbaijan,2021,10119133,11.1,7.6,0.2
Azerbaijan,2022,10156366,12.1,6.0,-9.0
Bosnia and Herzegovina,1960,3212349,34.1,10.3,-7.4
Bosnia and Herzegovina,1961,3265629,32.8,8.9,-4.4
Bosnia and Herzegovina,1962,3329909,31.7,9.2,0.1
Bosnia and Herzegovina,1963,3406130,30.3,8.5,-0.2
Bosnia and Herzegovina,1964,3480448,28.8,8.5,0.4
Bosnia and Herzegovina,1965,3553053,28.2,7.7,0.4
Bosnia and Herzegovina,1966,3627922,26.7,6.9,0.1
Bosnia and Herzegovina,1967,3700916,24.9,7.0,-0.1
Bosnia and Herzegovina,1968,3767185,23.8,6.9,-25.5
Bosnia and Herzegovina,1969,3734546,23.6,7.5,-29.3
Bosnia and Herzegovina,1970,3685694,21.4,7.1,-2.0
Bosnia and Herzegovina,1971,3731216,22.0,6.6,0.0
Bosnia and Herzegovina,1972,3789131,21.5,7.0,0.2
Bosnia and Herzegovina,1973,3845048,20.1,6.4,-0.1
Bosnia and Herzegovina,1974,3898064,19.8,6.0,-0.4
Bosnia and Herzegovina,1975,3950628,19.8,6.4,0.2
Bosnia and Herzegovina,1976,4004830,19.6,6.2,0.1
Bosnia and Herzegovina,1977,4059247,18.5,6.1,0.0
Bosnia and Herzegovina,1978,4110203,17.7,6.3,0.1
Bosnia and Herzegovina,1979,4157746,17.1,6.1,-16.0
Bosnia and Herzegovina,1980,4136941,17.2,6.3,-16.4
Bosnia and Herzegovina,1981,4114030,17.2,6.3,-0.1
Bosnia and Herzegovina,1982,4158361,17.6,6.4,-0.4
Bosnia and Herzegovina,1983,4203208,17.6,7.1,0.3
Bosnia and Herzegovina,1984,4248746,17.5,6.8,-0.1
Bosnia and Herzegovina,1985,4293863,16.9,6.7,-0.1
Bosnia and Herzegovina,1986,4337350,16.3,6.7,0.0
Bosnia and Herzegovina,1987,4379545,16.1,6.7,0.1
Bosnia and Herzegovina,1988,4421373,15.9,6.7,-0.2
Bosnia and Herzegovina,1989,4461498,14.9,6.8,0.3
Bosnia and Herzegovina,1990,4499203,14.8,6.5,-4.2
Bosnia and Herzegovina,1991,4517921,14.5,6.9,-37.2
Bosnia and Herzegovina,1997,3727439,13.2,7.7,-54.4
Bosnia and Herzegovina,1998,3549736,12.4,7.9,34.0
Bosnia and Herzegovina,2000,3753085,10.5,8.1,7.3
Bosnia and Herzegovina,2001,3789717,9.9,8.0,4.2
Bosnia and Herzegovina,2002,3813167,9.5,8.1,3.0
Bosnia and Herzegovina,2003,3830349,9.2,8.3,0.9
Bosnia and Herzegovina,2004,3837414,8.9,8.3,0.7
Bosnia and Herzegovina,2005,3842532,9.0,9.0,0.0
Bosnia and Herzegovina,2006,3842650,8.9,8.6,0.1
Bosnia and Herzegovina,2007,3844017,8.8,9.1,0.3
Bosnia and Herzegovina,2008,3843846,8.9,8.9,0.0
Bosnia and Herzegovina,2009,3843998,9.0,9.1,0.1
Bosnia and Herzegovina,2010,3844046,8.7,9.1,0.1
Bosnia and Herzegovina,2011,3843183,8.3,9.2,-0.1
Bosnia and Herzegovina,2012,3839265,8.4,9.3,0.0
Belgium,1960,9128824,16.8,12.4,1.0
Belgium,1961,9178154,17.3,11.6,-4.3
Belgium,1962,9189741,16.8,12.2,2.1
Belgium,1963,9251414,17.1,12.6,3.7
Belgium,1964,9328126,17.2,11.7,5.3
Belgium,1965,9428100,16.4,12.2,3.2
Belgium,1966,9499234,15.9,12.1,2.3
Belgium,1967,9556380,15.3,12.0,1.9
Belgium,1968,9605601,14.8,12.7,0.6
Belgium,1969,9631910,14.7,12.5,0.7
Belgium,1970,9660154,14.7,12.3,-3.4
Belgium,1971,9650944,14.6,12.4,2.3
Belgium,1972,9695379,14.0,12.1,1.3
Belgium,1973,9726850,13.3,12.1,1.9
Belgium,1974,9756590,12.7,11.9,2.5
Belgium,1975,9788248,12.2,12.2,2.5
Belgium,1976,9813152,12.3,12.1,0.8
Belgium,1977,9823302,12.4,11.5,0.5
Belgium,1978,9837413,12.5,11.7,-0.3
Belgium,1979,9841654,12.6,11.4,0.2
Belgium,1980,9855110,12.6,11.5,-0.2
Belgium,1981,9863374,12.6,11.4,-2.1
Belgium,1982,9854589,12.2,11.4,-0.5
Belgium,1983,9858017,11.9,11.6,-0.8
Belgium,1984,9853023,11.7,11.2,0.0
Belgium,1985,9857721,11.6,11.3,-0.1
Belgium,1986,9858895,11.9,11.3,0.0
Belgium,1987,9864751,11.9,10.7,-0.1
Belgium,1988,9875716,12.1,10.6,3.7
Belgium,1989,9927612,12.2,10.8,0.7
Belgium,1990,9947782,12.4,10.4,2.0
Belgium,1991,9986975,12.6,10.4,1.3
Belgium,1992,10021997,12.4,10.4,2.6
Belgium,1993,10068319,12.0,10.6,1.8
Belgium,1994,10100631,11.5,10.3,1.7
Belgium,1995,10130574,11.4,10.3,0.2
Belgium,1996,10143047,11.5,10.3,1.5
Belgium,1997,10170226,11.4,10.2,1.0
Belgium,1998,10192264,11.2,10.3,1.2
Belgium,1999,10213752,11.2,10.3,1.6
Belgium,2000,10239085,11.4,10.2,1.3
Belgium,2001,10263414,11.2,10.1,3.3
Belgium,2002,10309725,10.9,10.2,3.7
Belgium,2003,10355844,11.0,10.3,3.2
Belgium,2004,10396421,11.3,9.7,3.2
Belgium,2005,10445852,11.4,9.9,4.7
Belgium,2006,10511382,11.6,9.6,4.9
Belgium,2007,10584534,11.7,9.5,5.5
Belgium,2008,10666866,11.9,9.8,5.9
Belgium,2009,10753080,11.8,9.6,5.9
Belgium,2010,10839905,11.9,9.7,7.9
Belgium,2011,11000638,11.7,9.4,4.6
Belgium,2012,11075889,11.5,9.8,3.9
Belgium,2013,11137974,11.3,9.8,2.4
Belgium,2014,11180840,11.2,9.3,3.2
Belgium,2015,11237274,10.8,9.8,5.5
Belgium,2016,11311117,10.8,9.5,2.4
Belgium,2017,11351727,10.5,9.6,3.2
Belgium,2018,11398589,10.4,9.7,4.3
Belgium,2019,11455519,10.2,9.5,5.0
Belgium,2020,11522440,9.9,11.0,3.9
Belgium,2021,11554767,10.2,9.7,4.9
Belgium,2022,11617623,9.8,10.0,10.9
Belgium,2023,11742796,9.4,9.4,7.6
Bulgaria,1960,7829246,17.8,8.1,0.0
Bulgaria,1961,7905502,17.4,7.9,0.0
Bulgaria,1962,7980734,16.7,8.7,0.0
Bulgaria,1963,8045158,16.4,8.2,0.0
Bulgaria,1964,8111132,16.1,7.9,0.0
Bulgaria,1965,8177547,15.3,8.2,-0.7
Bulgaria,1966,8230788,14.9,8.3,0.0
Bulgaria,1967,8285325,15.0,9.0,0.0
Bulgaria,1968,8335126,16.9,8.6,0.0
Bulgaria,1969,8404080,17.0,9.5,-0.3
Bulgaria,1970,8464264,16.3,9.1,-1.3
Bulgaria,1971,8514883,15.9,9.7,-1.1
Bulgaria,1972,8557906,15.3,9.8,-1.2
Bulgaria,1973,8594493,16.2,9.5,-0.6
Bulgaria,1974,8647440,17.2,9.8,-0.2
Bulgaria,1975,8710049,16.6,10.3,-3.8
Bulgaria,1976,8731434,16.5,10.1,-0.3
Bulgaria,1977,8785763,16.1,10.7,-1.2
Bulgaria,1978,8822602,15.5,10.5,-6.9
Bulgaria,1979,8805462,15.3,10.7,0.0
Bulgaria,1980,8846417,14.5,11.1,0.0
Bulgaria,1981,8876652,14.0,10.7,0.0
Bulgaria,1982,8905581,13.9,11.2,0.0
Bulgaria,1983,8929332,13.8,11.4,0.0
Bulgaria,1984,8950144,13.6,11.3,0.0
Bulgaria,1985,8971214,13.3,12.0,-3.7
Bulgaria,1986,8949880,13.4,11.6,0.1
Bulgaria,1987,8966462,13.0,12.0,0.0
Bulgaria,1988,8976255,13.1,12.0,0.0
Bulgaria,1989,8986636,12.6,12.0,-25.3
Bulgaria,1990,8767308,12.1,12.5,-10.9
Bulgaria,1991,8669269,11.1,12.8,-6.9
Bulgaria,1992,8595465,10.4,12.6,-10.7
Bulgaria,1993,8484863,10.0,12.9,0.0
Bulgaria,1994,8459763,9.4,13.2,0.0
Bulgaria,1995,8427418,8.6,13.6,0.0
Bulgaria,1996,8384715,8.6,14.0,0.1
Bulgaria,1997,8340936,7.7,14.7,0.0
Bulgaria,1998,8283200,7.9,14.3,0.0
Bulgaria,1999,8230371,8.8,13.6,0.0
Bulgaria,2000,8190876,9.0,14.1,0.0
Bulgaria,2001,8149468,8.5,14.0,-29.5
Bulgaria,2002,7868815,8.5,14.4,-2.2
Bulgaria,2003,7805506,8.7,14.4,-2.0
Bulgaria,2004,7745147,9.1,14.3,-2.1
Bulgaria,2005,7688573,9.3,14.8,-2.2
Bulgaria,2006,7629371,9.7,14.9,-2.3
Bulgaria,2007,7572673,10.0,15.0,-2.3
Bulgaria,2008,7518002,10.4,14.8,-2.4
Bulgaria,2009,7467119,10.9,14.5,-2.5
Bulgaria,2010,7421766,10.2,14.9,-2.4
Bulgaria,2011,7369431,9.6,14.7,-0.7
Bulgaria,2012,7327224,9.5,15.0,-0.3
Bulgaria,2013,7202556,9.3,14.6,-6.6
Bulgaria,2014,7117453,9.6,15.4,-6.6
Bulgaria,2015,7029690,9.4,15.8,-6.7
Bulgaria,2016,6938759,9.4,15.6,-6.8
Bulgaria,2017,6849518,9.4,16.1,-6.8
Bulgaria,2018,6757418,9.3,16.2,-7.0
Bulgaria,2019,6664177,9.3,16.3,-7.3
Bulgaria,2020,6569275,9.0,19.0,4.3
Bulgaria,2021,6532117,9.0,22.9,6.3
Bulgaria,2022,6482484,8.8,18.4,4.2
Bulgaria,2023,6447710,8.9,15.7,6.4
Belarus,2000,10019480,9.4,13.5,1.2
Belarus,2001,9990435,9.2,14.1,0.9
Belarus,2002,9950941,8.9,14.8,0.6
Belarus,2003,9898590,9.0,14.5,0.5
Belarus,2004,9849062,9.1,14.3,0.2
Belarus,2005,9800073,9.3,14.5,0.2
Belarus,2006,9750540,9.9,14.2,0.6
Belarus,2007,9714461,10.7,13.7,0.5
Belarus,2008,9689770,11.1,13.8,0.8
Belarus,2009,9671912,11.4,14.1,-17.3
Belarus,2010,9480178,11.4,14.5,3.2
Belarus,2011,9481193,11.5,14.3,1.0
Belarus,2012,9465150,12.2,13.4,1.0
Belarus,2013,9463840,,13.2,
Belarus,2014,9468154,12.5,12.8,1.7
Belarus,2015,9480868,12.5,12.6,1.9
Belarus,2016,9498364,12.4,12.6,0.8
Belarus,2017,9504704,10.8,12.6,0.4
Belarus,2018,9491823,9.9,12.7,1.0
Belarus,2019,9475174,9.3,12.8,-3.6
Switzerland,1960,5295500,17.7,9.8,4.2
Switzerland,1961,5360153,18.3,9.4,18.4
Switzerland,1962,5508435,18.7,9.9,14.6
Switzerland,1963,5639195,19.3,10.0,10.0
Switzerland,1964,5749299,19.5,9.3,3.6
Switzerland,1965,5829156,19.1,9.5,-0.3
Switzerland,1966,5883788,18.5,9.4,2.4
Switzerland,1967,5952216,17.9,9.2,4.5
Switzerland,1968,6031353,17.3,9.5,4.1
Switzerland,1969,6104074,16.7,9.5,3.3
Switzerland,1970,6168700,16.1,9.2,-2.9
Switzerland,1971,6193054,15.5,9.3,0.4
Switzerland,1972,6233744,14.6,9.0,3.1
Switzerland,1973,6288168,13.9,9.0,1.2
Switzerland,1974,6326525,13.3,8.9,0.3
Switzerland,1975,6356285,12.4,8.8,-9.1
Switzerland,1976,6320978,11.8,9.1,-8.6
Switzerland,1977,6284029,11.6,8.9,-3.6
Switzerland,1978,6278319,11.4,9.2,-1.1
Switzerland,1979,6285156,11.4,9.1,0.6
Switzerland,1980,6303573,11.7,9.4,2.7
Switzerland,1981,6335243,11.6,9.4,3.7
Switzerland,1982,6372904,11.7,9.3,3.3
Switzerland,1983,6409713,11.5,9.5,0.8
Switzerland,1984,6427833,11.6,9.1,1.9
Switzerland,1985,6455896,11.5,9.2,2.1
Switzerland,1986,6484834,11.7,9.2,3.4
Switzerland,1987,6523413,11.7,9.3,4.0
Switzerland,1988,6566799,12.2,9.0,5.1
Switzerland,1989,6619973,12.2,9.2,5.1
Switzerland,1990,6673850,12.5,9.5,9.4
Switzerland,1991,6757188,12.7,9.2,9.1
Switzerland,1992,6842768,12.6,9.1,5.9
Switzerland,1993,6907959,12.1,9.0,5.7
Switzerland,1994,6968570,11.9,8.9,4.2
Switzerland,1995,7019019,11.7,9.0,3.5
Switzerland,1996,7062354,11.7,8.9,-0.2
Switzerland,1997,7081346,11.4,8.9,-0.4
Switzerland,1998,7096465,11.1,8.8,1.5
Switzerland,1999,7123537,11.0,8.7,3.5
Switzerland,2000,7164444,10.9,8.7,3.3
Switzerland,2001,7204055,10.0,8.5,5.6
Switzerland,2002,7255653,9.9,8.5,6.5
Switzerland,2003,7313853,9.8,8.6,5.7
Switzerland,2004,7364148,9.9,8.1,5.1
Switzerland,2005,7415102,9.8,8.2,4.3
Switzerland,2006,7459128,9.8,8.1,4.9
Switzerland,2007,7508739,9.9,8.1,9.4
Switzerland,2008,7593494,10.0,8.0,12.1
Switzerland,2009,7701856,10.1,8.1,8.8
Switzerland,2010,7785806,10.3,8.0,7.7
Switzerland,2011,7870134,10.2,7.8,8.3
Switzerland,2012,7954662,10.3,8.0,8.3
Switzerland,2013,8039060,10.2,8.0,10.2
Switzerland,2014,8139631,10.4,7.8,9.4
Switzerland,2015,8237666,10.5,8.2,8.5
Switzerland,2016,8327126,10.5,7.8,8.3
Switzerland,2017,8419550,10.3,7.9,5.2
Switzerland,2018,8484130,10.3,7.9,4.7
Switzerland,2019,8544527,10.0,7.9,5.0
Switzerland,2020,8606033,9.9,8.8,6.3
Switzerland,2021,8670300,10.3,8.2,5.7
Switzerland,2022,8738791,9.4,8.5,7.8
Switzerland,2023,8815385,9.0,8.1,15.4
Cyprus,1960,572000,,,
Cyprus,1961,573566,26.2,10.8,-11.3
Cyprus,1962,575900,25.6,10.6,-9.8
Cyprus,1963,578900,25.1,10.4,-3.3
Cyprus,1964,585500,24.2,10.6,-8.7
Cyprus,1965,588400,23.2,10.3,-4.8
Cyprus,1966,593200,22.3,10.1,-5.6
Cyprus,1967,597100,21.3,10.0,-3.5
Cyprus,1968,601800,20.5,9.9,-2.4
Cyprus,1969,606800,19.8,9.8,-1.5
Cyprus,1970,612000,19.2,9.8,-1.5
Cyprus,1971,616900,18.8,9.7,0.9
Cyprus,1972,623100,18.5,9.6,4.9
Cyprus,1973,631778,18.3,9.5,0.7
Cyprus,1974,637800,13.6,8.9,-30.5
Cyprus,1975,505700,16.0,7.9,-23.7
Cyprus,1976,497879,18.7,8.6,-10.7
Cyprus,1977,497600,18.3,9.1,-8.4
Cyprus,1978,498000,18.8,8.4,-3.8
Cyprus,1979,501300,19.7,8.4,-2.3
Cyprus,1980,505800,20.4,9.3,1.6
Cyprus,1981,512300,19.5,8.4,9.2
Cyprus,1982,522845,20.7,8.4,-8.9
Cyprus,1983,524623,20.6,8.6,1.0
Cyprus,1984,531518,20.6,8.0,0.3
Cyprus,1985,538397,19.5,8.5,0.4
Cyprus,1986,544605,19.5,8.4,0.3
Cyprus,1987,550888,18.7,8.9,0.5
Cyprus,1988,556584,19.2,8.8,0.5
Cyprus,1989,562693,18.1,8.5,8.0
Cyprus,1990,572655,18.3,8.4,15.0
Cyprus,1991,587141,17.5,8.5,17.7
Cyprus,1992,603069,18.6,8.5,16.4
Cyprus,1993,619231,16.8,7.6,12.8
Cyprus,1994,632944,16.2,7.7,11.0
Cyprus,1995,645399,15.2,7.6,9.2
Cyprus,1996,656333,14.6,7.5,8.0
Cyprus,1997,666313,13.8,7.7,7.2
Cyprus,1998,675215,13.1,8.0,6.2
Cyprus,1999,682862,12.4,7.4,6.1
Cyprus,2000,690497,12.2,7.7,5.7
Cyprus,2001,697549,11.6,6.9,6.6
Cyprus,2002,705539,11.1,7.3,7.7
Cyprus,2003,713720,11.3,7.2,8.7
Cyprus,2004,722893,11.4,7.2,9.7
Cyprus,2005,733067,11.2,7.3,11.0
Cyprus,2006,744013,11.6,6.8,13.7
Cyprus,2007,757916,11.2,7.0,19.9
Cyprus,2008,776333,11.7,6.6,21.1
Cyprus,2009,796930,11.9,6.4,22.0
Cyprus,2010,819140,11.8,6.2,19.2
Cyprus,2011,839751,11.3,6.5,21.3
Cyprus,2012,862011,11.8,6.6,-0.7
Cyprus,2013,865878,10.8,6.0,-14.0
Cyprus,2014,858000,10.9,6.4,-17.4
Cyprus,2015,847008,10.8,6.9,-2.4
Cyprus,2016,848319,11.1,6.4,2.9
Cyprus,2017,854802,10.7,7.0,7.2
Cyprus,2018,864236,10.7,6.6,9.3
Cyprus,2019,875899,10.8,7.1,10.0
Cyprus,2020,888005,11.1,7.2,5.0
Cyprus,2021,896007,11.4,8.0,6.2
Cyprus,2022,904705,11.2,8.0,14.3
Cyprus,2023,920701,11.1,7.2,9.9
Czechia,1960,9637840,13.4,9.8,-11.1
Czechia,1961,9566172,13.7,9.9,0.5
Czechia,1962,9607129,13.9,10.8,0.6
Czechia,1963,9642191,15.4,10.4,0.9
Czechia,1964,9699179,15.9,10.5,0.5
Czechia,1965,9756429,15.1,10.7,0.4
Czechia,1966,9802287,14.4,10.8,0.2
Czechia,1967,9839792,14.1,11.1,-0.3
Czechia,1968,9866006,13.9,11.7,-0.2
Czechia,1969,9886686,14.5,12.2,-0.3
Czechia,1970,9906474,15.0,12.5,-12.3
Czechia,1971,9809667,15.7,12.5,0.3
Czechia,1972,9843962,16.6,12.1,0.3
Czechia,1973,9891302,18.3,12.5,0.5
Czechia,1974,9953230,19.4,12.7,0.3
Czechia,1975,10023688,19.1,12.4,0.2
Czechia,1976,10093551,18.5,12.4,0.3
Czechia,1977,10158327,17.8,12.4,0.1
Czechia,1978,10215183,17.5,12.4,0.2
Czechia,1979,10269012,16.7,12.4,0.2
Czechia,1980,10315669,14.9,13.2,-4.0
Czechia,1981,10292717,14.0,12.7,0.2
Czechia,1982,10308465,13.7,12.7,0.2
Czechia,1983,10321186,13.3,13.0,0.2
Czechia,1984,10326526,13.3,12.8,0.3
Czechia,1985,10333900,13.1,12.7,0.2
Czechia,1986,10340335,12.9,12.8,0.3
Czechia,1987,10344119,12.7,12.3,0.3
Czechia,1988,10350517,12.8,12.1,0.2
Czechia,1989,10360034,12.4,12.3,0.1
Czechia,1990,10362102,12.6,12.5,-5.7
Czechia,1991,10304607,12.5,12.1,0.3
Czechia,1992,10312548,11.8,11.7,1.1
Czechia,1993,10325697,11.7,11.4,0.5
Czechia,1994,10334013,10.3,11.4,1.0
Czechia,1995,10333161,9.3,11.4,1.0
Czechia,1996,10321344,8.8,10.9,1.0
