Country,Year,Population,Crude birth rate,Crude death rate,Crude rate of net migration plus statistical adjustment
Netherlands,2012,16730348,10.5,8.4,0.8
Netherlands,2013,16779575,10.2,8.4,1.2
Netherlands,2014,16829289,10.4,8.3,2.1
Netherlands,2015,16900726,10.1,8.7,3.2
Netherlands,2016,16979120,10.1,8.7,4.6
Netherlands,2017,17081507,9.9,8.8,4.7
Netherlands,2018,17181084,9.8,8.9,5.0
Netherlands,2019,17282163,9.8,8.8,6.2
Netherlands,2020,17407585,9.7,9.7,3.9
Netherlands,2021,17475415,10.2,9.8,6.1
Netherlands,2022,17590672,9.5,9.6,12.6
Netherlands,2023,17811291,9.2,9.5,7.6
Norway,1960,3567707,17.3,9.1,-0.7
Norway,1961,3594771,17.3,9.2,0.2
Norway,1962,3624829,17.1,9.4,0.0
Norway,1963,3653006,17.3,10.0,0.1
Norway,1964,3680068,17.7,9.5,-0.6
Norway,1965,3708609,17.8,9.4,-0.5
Norway,1966,3737726,17.9,9.6,-0.2
Norway,1967,3768298,17.6,9.6,0.5
Norway,1968,3800780,17.6,9.9,0.4
Norway,1969,3832192,17.6,10.1,0.6
Norway,1970,3863221,16.7,10.0,-0.2
Norway,1971,3888305,16.8,10.0,0.7
Norway,1972,3917773,16.3,10.0,1.4
Norway,1973,3948234,15.5,10.1,0.9
Norway,1974,3972990,15.0,9.9,1.1
Norway,1975,3997525,14.1,10.0,0.8
Norway,1976,4017101,13.3,10.0,1.2
Norway,1977,4035202,12.6,9.8,1.2
Norway,1978,4051208,12.8,10.0,1.0
Norway,1979,4066134,12.7,10.2,0.7
Norway,1980,4078900,12.5,10.1,0.9
Norway,1981,4092340,12.4,10.2,1.4
Norway,1982,4107063,12.5,10.1,1.4
Norway,1983,4122511,12.1,10.2,1.0
Norway,1984,4134353,12.1,10.3,0.9
Norway,1985,4145845,12.3,10.7,1.6
Norway,1986,4159187,12.6,10.5,1.8
Norway,1987,4175521,12.9,10.7,3.3
Norway,1988,4198289,13.7,10.8,2.4
Norway,1989,4220686,14.0,10.7,-0.4
Norway,1990,4233116,14.4,10.9,0.4
Norway,1991,4249830,14.3,10.5,1.9
Norway,1992,4273634,14.0,10.4,2.4
Norway,1993,4299167,13.8,10.8,2.9
Norway,1994,4324815,13.9,10.2,1.7
Norway,1995,4348410,13.8,10.4,1.5
Norway,1996,4369957,13.9,10.0,1.3
Norway,1997,4392714,13.6,10.1,2.2
Norway,1998,4417599,13.2,10.0,3.0
Norway,1999,4445329,13.3,10.1,4.3
Norway,2000,4478497,13.2,9.8,2.2
Norway,2001,4503436,12.6,9.7,1.8
Norway,2002,4524066,12.2,9.8,3.8
Norway,2003,4552252,12.4,9.3,2.5
Norway,2004,4577457,12.4,9.0,2.9
Norway,2005,4606363,12.3,8.9,4.0
Norway,2006,4640219,12.6,8.9,5.1
Norway,2007,4681134,12.4,8.9,8.4
Norway,2008,4737171,12.7,8.7,9.1
Norway,2009,4799252,12.8,8.6,8.0
Norway,2010,4858199,12.6,8.5,8.6
Norway,2011,4920305,12.2,8.4,9.4
Norway,2012,4985870,12.0,8.4,9.4
Norway,2013,5051275,11.6,8.1,7.7
Norway,2014,5109056,11.5,7.9,7.4
Norway,2015,5165802,11.3,7.8,5.8
Norway,2016,5213985,11.2,7.8,5.0
Norway,2017,5258317,10.7,7.7,4.1
Norway,2018,5295619,10.4,7.7,3.4
Norway,2019,5328212,10.2,7.6,4.8
Norway,2020,5367580,9.8,7.5,2.1
Norway,2021,5391369,10.4,7.8,3.7
Norway,2022,5425270,9.4,8.4,10.6
Norway,2023,5488984,9.4,7.9,9.6
Poland,1960,29479900,22.6,7.6,-4.4
Poland,1961,29795000,20.9,7.6,-2.1
Poland,1962,30133000,19.8,7.9,-0.3
Poland,1963,30484000,19.2,7.5,3.2
Poland,1964,30940000,18.1,7.6,2.3
Poland,1965,31338900,17.4,7.4,-3.3
Poland,1966,31551000,16.8,7.4,-1.2
Poland,1967,31811000,16.3,7.7,2.4
Poland,1968,32163310,16.3,7.6,-0.6
Poland,1969,32426000,16.4,8.1,-0.7
Poland,1970,32670600,16.8,8.2,-9.0
Poland,1971,32658000,17.2,8.7,-0.9
Poland,1972,32909000,17.5,8.0,-0.6
Poland,1973,33202300,18.0,8.4,-0.3
Poland,1974,33512100,18.5,8.2,-0.4
Poland,1975,33845698,19.0,8.7,-0.3
Poland,1976,34184700,19.6,8.9,-0.7
Poland,1977,34527900,19.2,9.0,-0.9
Poland,1978,34850200,19.1,9.4,-3.2
Poland,1979,35081000,19.6,9.2,-0.9
Poland,1980,35413434,19.6,9.8,-0.7
Poland,1981,35734865,19.0,9.2,-0.7
Poland,1982,36062309,19.5,9.3,-0.9
Poland,1983,36398652,19.8,9.6,-0.7
Poland,1984,36744964,19.0,10.0,-0.4
Poland,1985,37063303,18.3,10.3,-0.5
Poland,1986,37340467,17.0,10.1,-0.7
Poland,1987,37571771,16.1,10.1,-0.9
Poland,1988,37764318,15.6,9.9,-2.6
Poland,1989,37884655,14.9,10.1,-0.7
Poland,1990,38038403,14.4,10.2,-0.3
Poland,1991,38183160,14.3,10.6,-0.4
Poland,1992,38309226,13.4,10.3,-0.3
Poland,1993,38418108,12.9,10.2,-0.4
Poland,1994,38504707,12.5,10.0,-0.5
Poland,1995,38580597,11.2,10.0,-0.5
Poland,1996,38609399,11.1,10.0,-0.3
Poland,1997,38639341,10.7,9.8,-0.3
Poland,1998,38659979,10.2,9.7,-0.3
Poland,1999,38666983,9.9,9.9,-0.4
Poland,2000,38263303,9.9,9.6,-0.5
Poland,2001,38253955,9.6,9.5,-0.4
Poland,2002,38242197,9.3,9.4,-0.5
Poland,2003,38218531,9.2,9.6,-0.4
Poland,2004,38190608,9.3,9.5,-0.2
Poland,2005,38173835,9.5,9.6,-0.3
Poland,2006,38157055,9.8,9.7,-0.9
Poland,2007,38125479,10.2,9.9,-0.5
Poland,2008,38115641,10.9,10.0,-0.4
Poland,2009,38135876,10.9,10.1,0.0
Poland,2010,38022869,10.9,9.9,0.1
Poland,2011,38062718,10.2,9.9,-0.3
Poland,2012,38063792,10.1,10.1,-0.1
Poland,2013,38062535,9.7,10.2,-0.7
Poland,2014,38017856,9.9,9.9,-0.3
Poland,2015,38005614,9.7,10.4,-0.3
Poland,2016,37967209,10.1,10.2,0.3
Poland,2017,37972964,10.6,10.6,0.1
Poland,2018,37976687,10.2,10.9,0.6
Poland,2019,37972812,9.9,10.8,0.5
Poland,2020,37958138,9.4,12.6,0.1
Poland,2021,37073357,9.0,14.0,0.1
Poland,2022,36889761,8.3,12.2,0.2
Poland,2023,36753736,7.4,11.1,0.1
Portugal,1960,8826040,24.1,10.7,-6.3
Portugal,1961,8889392,24.4,11.2,-4.3
Portugal,1962,8969240,24.5,10.8,-8.2
Portugal,1963,9018730,23.5,10.9,-10.1
Portugal,1964,9041980,24.0,10.7,-14.8
Portugal,1965,9028750,23.4,10.6,-19.5
Portugal,1966,8968440,23.2,11.2,-20.4
Portugal,1967,8893540,22.8,10.8,-16.3
Portugal,1968,8855500,22.1,10.7,-15.6
Portugal,1969,8817800,21.7,11.5,-23.8
Portugal,1970,8697610,20.8,10.7,-14.0
Portugal,1971,8663252,21.0,11.4,-14.1
Portugal,1972,8624260,20.2,10.5,-8.3
Portugal,1973,8636600,20.0,11.1,-9.7
Portugal,1974,8629600,19.6,11.1,19.9
Portugal,1975,8879130,19.8,10.8,38.2
Portugal,1976,9307810,20.0,10.9,1.2
Portugal,1977,9403810,19.1,10.2,2.0
Portugal,1978,9507540,17.5,10.1,3.2
Portugal,1979,9608960,16.6,9.6,3.8
Portugal,1980,9713570,16.2,9.7,4.3
Portugal,1981,9819054,15.4,9.7,0.8
Portugal,1982,9883670,15.2,9.3,-0.2
Portugal,1983,9939871,14.5,9.7,-1.2
Portugal,1984,9975859,14.3,9.7,-0.5
Portugal,1985,10016605,13.0,9.7,-1.9
Portugal,1986,10030621,12.6,9.5,-2.7
Portugal,1987,10034846,12.3,9.5,-3.8
Portugal,1988,10025215,12.2,9.8,-3.5
Portugal,1989,10014005,11.8,9.6,-4.1
Portugal,1990,9995995,11.7,10.3,-3.9
Portugal,1991,9970441,11.7,10.4,-3.3
Portugal,1992,9950029,11.5,10.1,-0.9
Portugal,1993,9954958,11.4,10.6,1.1
Portugal,1994,9974391,10.9,9.9,2.4
Portugal,1995,10008659,10.7,10.3,3.1
Portugal,1996,10043693,11.0,10.6,3.7
Portugal,1997,10084196,11.2,10.4,4.1
Portugal,1998,10133758,11.2,10.5,4.5
Portugal,1999,10186634,11.4,10.6,5.3
Portugal,2000,10249022,11.7,10.2,6.5
Portugal,2001,10330774,10.9,10.1,5.4
Portugal,2002,10394669,11.0,10.2,4.0
Portugal,2003,10444592,10.8,10.4,2.4
Portugal,2004,10473050,10.4,9.7,1.4
Portugal,2005,10494672,10.4,10.2,1.5
Portugal,2006,10511988,10.0,9.7,1.6
Portugal,2007,10532588,9.7,9.8,2.1
Portugal,2008,10553339,9.9,9.9,0.9
Portugal,2009,10563014,9.4,9.9,1.5
Portugal,2010,10573479,9.6,10.0,0.4
Portugal,2011,10572721,9.2,9.7,-0.7
Portugal,2012,10558950,8.5,10.2,-3.5
Portugal,2013,10503889,7.9,10.2,-3.4
Portugal,2014,10444092,7.9,10.1,-2.5
Portugal,2015,10395121,8.2,10.5,-0.3
Portugal,2016,10368554,8.4,10.7,-0.1
Portugal,2017,10344478,8.3,10.6,1.4
Portugal,2018,10335770,8.4,10.9,2.3
Portugal,2019,10333496,8.4,10.8,6.5
Portugal,2020,10375395,8.1,11.9,3.4
Portugal,2021,10394297,7.6,12.0,6.9
Portugal,2022,10421117,8.0,11.9,13.0
Portugal,2023,10516621,8.1,11.2,14.7
Romania,1960,18319210,19.1,8.7,-0.9
Romania,1961,18494600,17.5,8.7,-2.2
Romania,1962,18615900,16.2,9.2,-0.4
Romania,1963,18737200,15.7,8.3,-0.9
Romania,1964,18858500,15.2,8.1,-0.7
Romania,1965,18979752,14.6,8.6,-0.6
Romania,1966,19083400,14.2,8.2,7.7
Romania,1967,19347500,27.0,9.2,1.3
Romania,1968,19720984,26.6,9.5,-9.1
Romania,1969,19878678,23.3,10.1,-0.2
Romania,1970,20139603,21.1,9.5,-0.6
Romania,1971,20361192,19.6,9.5,-0.2
Romania,1972,20561942,18.8,9.2,-0.4
Romania,1973,20753972,18.2,9.8,-0.6
Romania,1974,20917390,20.3,9.1,-0.6
Romania,1975,21141468,19.6,9.3,3.9
Romania,1976,21445698,19.4,9.5,0.0
Romania,1977,21657569,19.5,9.6,-0.8
Romania,1978,21854622,19.0,9.7,-0.5
Romania,1979,22048305,18.6,9.8,-4.9
Romania,1980,22132670,18.0,10.4,-0.8
Romania,1981,22281894,17.0,10.0,-0.6
Romania,1982,22424246,15.3,10.0,-0.8
Romania,1983,22527235,14.3,10.4,-0.9
Romania,1984,22593720,15.5,10.3,-1.0
Romania,1985,22687374,15.8,10.9,-0.9
Romania,1986,22778624,16.5,10.6,-0.8
Romania,1987,22895058,16.7,11.1,-0.9
Romania,1988,23003802,16.5,11.0,-0.8
Romania,1989,23111521,16.0,10.7,-1.0
Romania,1990,23211395,13.6,10.6,-3.7
Romania,1991,23192274,12.0,10.9,-17.6
Romania,1992,22810035,11.4,11.6,-1.2
Romania,1993,22778533,11.0,11.6,-0.8
Romania,1994,22748027,10.9,11.7,-0.7
Romania,1995,22712394,10.4,12.0,-0.9
Romania,1996,22656145,10.2,12.7,-0.9
Romania,1997,22581862,10.5,12.4,-0.6
Romania,1998,22526093,10.5,12.0,-0.3
Romania,1999,22488595,10.4,11.8,-0.1
Romania,2000,22455485,10.4,11.4,-0.2
Romania,2001,22430457,10.0,11.7,-25.2
Romania,2002,21833483,9.7,12.4,-6.8
Romania,2003,21627509,9.8,12.4,-2.4
Romania,2004,21521142,10.1,12.1,-4.5
Romania,2005,21382354,10.4,12.3,-4.0
Romania,2006,21257016,10.4,12.2,-4.1
Romania,2007,21130503,10.3,12.1,-21.9
Romania,2008,20635460,10.8,12.3,-8.0
Romania,2009,20440290,10.9,12.6,-5.4
Romania,2010,20294683,10.5,12.8,-2.4
Romania,2011,20199059,9.7,12.5,-2.4
Romania,2012,20095996,10.0,12.7,-1.1
Romania,2013,20020074,9.4,12.4,-0.7
Romania,2014,19947311,10.0,12.8,-1.0
Romania,2015,19870647,10.2,13.2,-2.5
Romania,2016,19760585,10.4,13.1,-3.2
Romania,2017,19643949,10.8,13.4,-3.0
Romania,2018,19533481,10.4,13.6,-2.9
Romania,2019,19414458,10.3,13.4,-1.3
Romania,2020,19328838,10.3,15.5,-1.4
Romania,2021,19201662,10.1,17.5,-0.9
Romania,2022,19042455,9.4,14.3,5.6
Romania,2023,19054548,8.0,12.7,5.2
Serbia,1999,7552850,9.6,13.5,0.6
Serbia,2000,7527952,9.8,13.8,0.9
Serbia,2001,7504739,10.5,13.2,2.4
Serbia,2002,7502126,10.4,13.7,1.8
Serbia,2003,7490918,10.6,13.9,0.6
Serbia,2004,7470263,10.5,14.0,1.6
Serbia,2005,7456050,9.7,14.3,0.5
Serbia,2006,7425487,9.6,13.9,0.5
Serbia,2007,7397651,9.2,13.9,0.3
Serbia,2008,7365507,9.4,14.0,0.4
Serbia,2009,7334937,9.6,14.2,0.7
Serbia,2010,7306677,9.4,14.2,0.6
Serbia,2011,7251549,9.1,14.2,0.3
Serbia,2012,7216649,9.3,14.2,0.0
Serbia,2013,7181505,9.2,14.0,0.0
Serbia,2014,7146759,9.3,14.2,0.3
Serbia,2015,7114393,9.3,14.6,0.0
Serbia,2016,7076372,9.2,14.3,0.0
Serbia,2017,7040272,9.2,14.8,0.0
Serbia,2018,7001444,9.2,14.6,0.0
Serbia,2019,6963764,9.3,14.6,0.0
Serbia,2020,6926705,8.9,16.9,0.0
Serbia,2021,6871547,9.1,20.0,0.0
Serbia,2022,6797105,9.3,16.3,-16.3
Serbia,2023,6641197,9.2,14.7,0.0
Russia,2000,146890128,8.6,15.2,2.5
Russia,2001,146303611,9.0,15.4,2.0
Russia,2002,145649334,9.6,16.0,3.1
Russia,2003,145166731,10.2,16.4,-0.8
Russia,2004,144168205,10.4,16.0,0.7
Russia,2005,143474219,10.2,16.1,0.9
Russia,2006,142753551,10.4,15.2,1.1
Russia,2007,142220968,11.3,14.6,1.8
Russia,2008,142008838,12.1,14.6,1.8
Russia,2009,141903979,12.4,14.2,1.8
Russia,2010,141914509,12.6,14.2,8.3
Russia,2011,142856536,12.6,13.5,2.3
Russia,2012,143056383,,,
Russia,2014,143666931,,,
Sweden,1960,7471345,13.7,10.0,-0.1
Sweden,1961,7497967,13.9,9.8,1.7
Sweden,1962,7542028,14.2,10.2,1.1
Sweden,1963,7581148,14.8,10.1,1.3
Sweden,1964,7627507,16.0,10.0,2.8
Sweden,1965,7695200,15.9,10.1,4.2
Sweden,1966,7772506,15.8,10.0,3.3
Sweden,1967,7843088,15.4,10.1,1.0
Sweden,1968,7892774,14.3,10.4,1.1
Sweden,1969,7931772,13.5,10.5,6.1
Sweden,1970,8004371,13.7,9.9,5.8
Sweden,1971,8081230,14.1,10.2,0.3
Sweden,1972,8115438,13.8,10.3,-1.8
Sweden,1973,8129161,13.5,10.5,-1.2
Sweden,1974,8143463,13.5,10.6,1.2
Sweden,1975,8176447,12.6,10.8,2.0
Sweden,1976,8208427,12.0,11.0,2.4
Sweden,1977,8236144,11.6,10.7,2.8
Sweden,1978,8266936,11.3,10.8,1.7
Sweden,1979,8284261,11.6,11.0,1.6
Sweden,1980,8303094,11.7,11.0,1.2
Sweden,1981,8317967,11.3,11.1,0.4
Sweden,1982,8323038,11.1,10.9,0.3
Sweden,1983,8327488,11.0,10.9,0.3
Sweden,1984,8330577,11.3,10.9,1.0
Sweden,1985,8342633,11.8,11.3,1.3
Sweden,1986,8358139,12.2,11.1,1.8
Sweden,1987,8381519,12.5,11.1,2.5
Sweden,1988,8414089,13.3,11.5,3.5
Sweden,1989,8458888,13.7,10.8,5.2
Sweden,1990,8527039,14.5,11.1,4.1
Sweden,1991,8590630,14.4,11.0,2.9
Sweden,1992,8644120,14.2,10.9,2.3
Sweden,1993,8692013,13.5,11.1,3.7
Sweden,1994,8745109,12.8,10.5,5.8
Sweden,1995,8816381,11.7,10.6,1.3
Sweden,1996,8837496,10.8,10.6,0.7
Sweden,1997,8844499,10.2,10.6,0.7
Sweden,1998,8847625,10.1,10.5,1.2
Sweden,1999,8854322,10.0,10.7,1.5
Sweden,2000,8861426,10.2,10.5,2.7
Sweden,2001,8882792,10.3,10.5,3.2
Sweden,2002,8909128,10.7,10.6,3.5
Sweden,2003,8940788,11.1,10.4,3.2
Sweden,2004,8975670,11.2,10.1,2.8
Sweden,2005,9011392,11.2,10.2,3.0
Sweden,2006,9047752,11.7,10.0,5.6
Sweden,2007,9113257,11.7,10.0,5.9
Sweden,2008,9182927,11.9,9.9,6.0
Sweden,2009,9256347,12.0,9.7,6.7
Sweden,2010,9340682,12.3,9.6,5.3
Sweden,2011,9415570,11.8,9.5,4.8
Sweden,2012,9482855,11.9,9.7,5.4
Sweden,2013,9555893,11.8,9.4,6.9
Sweden,2014,9644864,11.9,9.2,7.9
Sweden,2015,9747355,11.7,9.3,8.1
Sweden,2016,9851017,11.8,9.2,11.9
Sweden,2017,9995153,11.5,9.1,10.1
Sweden,2018,10120242,11.4,9.1,8.5
Sweden,2019,10230185,11.1,8.6,7.0
Sweden,2020,10327589,10.9,9.5,3.5
Sweden,2021,10379295,11.0,8.8,4.9
Sweden,2022,10452326,10.0,9.0,5.6
Sweden,2023,10521556,9.5,9.0,2.3
Slovenia,1960,1580535,17.6,9.6,-2.7
Slovenia,1961,1588904,18.2,8.8,-2.8
Slovenia,1962,1599357,18.1,9.9,-2.9
Slovenia,1963,1607941,18.0,9.3,2.5
Slovenia,1964,1626000,17.9,10.2,-0.1
Slovenia,1965,1638227,18.5,9.7,4.4
Slovenia,1966,1660092,18.5,9.1,2.4
Slovenia,1967,1679717,17.7,9.7,3.6
Slovenia,1968,1699339,16.8,10.2,-0.4
Slovenia,1969,1709752,16.3,10.8,-0.6
Slovenia,1970,1717995,15.9,10.1,2.2
Slovenia,1971,1731787,16.3,10.0,1.3
Slovenia,1972,1744882,16.4,10.4,2.4
Slovenia,1973,1759584,16.7,10.0,1.3
Slovenia,1974,1773809,16.1,9.7,-3.8
Slovenia,1975,1778454,16.6,10.1,10.4
Slovenia,1976,1808707,16.7,10.0,6.0
Slovenia,1977,1831790,16.2,9.6,4.8
Slovenia,1978,1852963,16.3,9.9,3.9
Slovenia,1979,1872133,16.3,9.6,4.5
Slovenia,1980,1893064,15.7,9.9,2.9
Slovenia,1981,1909566,15.3,9.8,-8.7
Slovenia,1982,1903495,15.1,10.3,2.3
Slovenia,1983,1917173,14.1,10.8,2.0
Slovenia,1984,1927469,13.6,10.5,1.7
Slovenia,1985,1936839,13.4,10.2,1.8
Slovenia,1986,1946442,13.0,9.9,16.8
Slovenia,1987,1985486,12.9,10.0,1.4
Slovenia,1988,1994066,12.6,9.6,-1.9
Slovenia,1989,1996325,11.7,9.4,-2.4
Slovenia,1990,1996377,11.2,9.3,-0.1
Slovenia,1991,1999945,10.8,9.7,-1.6
Slovenia,1992,1998912,10.0,9.7,-2.7
Slovenia,1993,1994084,9.9,10.0,-2.2
Slovenia,1994,1989408,9.8,9.7,0.0
Slovenia,1995,1989477,9.5,9.5,0.4
Slovenia,1996,1990266,9.4,9.4,-1.7
Slovenia,1997,1986989,9.1,9.5,-0.7
Slovenia,1998,1984923,9.0,9.6,-2.7
Slovenia,1999,1978334,8.8,9.5,5.4
Slovenia,2000,1987755,9.1,9.3,1.4
Slovenia,2001,1990094,8.8,9.3,2.5
Slovenia,2002,1994026,8.8,9.4,1.1
Slovenia,2003,1995033,8.7,9.7,1.8
Slovenia,2004,1996433,9.0,9.3,0.9
Slovenia,2005,1997590,9.1,9.4,3.2
Slovenia,2006,2003358,9.4,9.1,3.1
Slovenia,2007,2010377,9.8,9.2,7.1
Slovenia,2008,2010269,10.8,9.1,9.2
Slovenia,2009,2032362,10.7,9.2,5.6
Slovenia,2010,2046976,10.9,9.1,-0.3
Slovenia,2011,2050189,10.7,9.1,1.0
Slovenia,2012,2055496,10.7,9.4,0.3
Slovenia,2013,2058821,10.2,9.4,0.2
Slovenia,2014,2061085,10.3,9.2,-0.2
Slovenia,2015,2062874,10.0,9.6,0.2
Slovenia,2016,2064188,9.9,9.5,0.5
Slovenia,2017,2065895,9.8,9.9,0.6
Slovenia,2018,2066880,9.4,9.9,7.2
Slovenia,2019,2080908,9.3,9.9,7.8
Slovenia,2020,2095861,8.9,11.4,8.7
Slovenia,2021,2108977,9.0,11.0,1.2
Slovenia,2022,2107180,8.3,10.6,6.9
Slovenia,2023,2116972,8.0,10.2,5.4
Slovakia,1960,3969682,21.7,7.8,34.4
Slovakia,1961,4166507,20.8,7.5,-1.3
Slovakia,1962,4216827,19.8,8.1,-1.6
Slovakia,1963,4259549,20.4,7.7,-2.2
Slovakia,1964,4304484,20.1,7.6,-1.9
Slovakia,1965,4350198,19.3,8.2,-1.6
Slovakia,1966,4391768,18.5,8.2,-1.2
Slovakia,1967,4431564,17.4,8.0,-1.5
Slovakia,1968,4467170,17.0,8.5,-1.1
Slovakia,1969,4500659,17.7,9.0,-0.7
Slovakia,1970,4536555,17.8,9.3,-7.7
Slovakia,1971,4539890,18.2,9.4,-1.1
Slovakia,1972,4575007,19.1,9.0,-0.7
Slovakia,1973,4618236,20.0,9.4,-0.6
Slovakia,1974,4664653,20.8,9.6,-0.6
Slovakia,1975,4714593,20.6,9.5,-0.7
Slovakia,1976,4763617,20.8,9.5,-0.5
Slovakia,1977,4815396,20.6,9.7,-0.4
Slovakia,1978,4865605,20.5,9.8,-0.7
Slovakia,1979,4914644,20.3,9.7,-0.8
Slovakia,1980,4963301,19.1,10.2,-2.3
Slovakia,1981,4996329,18.6,9.9,-0.8
Slovakia,1982,5035881,18.3,10.0,-0.7
Slovakia,1983,5074316,18.1,10.3,-0.8
Slovakia,1984,5109626,17.7,10.1,-0.8
Slovakia,1985,5144568,17.5,10.2,-0.6
Slovakia,1986,5178967,16.8,10.2,-0.8
Slovakia,1987,5208708,16.1,10.0,-0.7
Slovakia,1988,5236972,15.9,10.0,-0.7
Slovakia,1989,5264220,15.2,10.2,-0.5
Slovakia,1990,5287663,15.1,10.3,-0.4
Slovakia,1991,5310711,14.8,10.3,-7.3
Slovakia,1992,5295877,14.1,10.1,-0.6
Slovakia,1993,5314155,13.8,9.9,0.3
Slovakia,1994,5336455,12.4,9.6,0.9
Slovakia,1995,5356207,11.5,9.8,0.5
Slovakia,1996,5367790,11.2,9.5,0.4
Slovakia,1997,5378932,11.0,9.7,0.3
Slovakia,1998,5387650,10.7,9.9,0.2
Slovakia,1999,5393382,10.4,9.7,0.3
Slovakia,2000,5398657,10.2,9.8,-4.1
Slovakia,2001,5378783,9.5,9.7,0.2
Slovakia,2002,5378951,9.5,9.6,-0.6
Slovakia,2003,5374873,9.6,9.7,-0.5
Slovakia,2004,5371875,10.0,9.7,-0.2
Slovakia,2005,5372685,10.1,10.0,-0.1
Slovakia,2006,5372928,10.0,9.9,-0.1
Slovakia,2007,5373180,10.1,10.0,0.4
Slovakia,2008,5376064,10.7,9.9,0.4
Slovakia,2009,5382401,11.4,9.8,-0.1
Slovakia,2010,5390410,11.2,9.9,-0.9
Slovakia,2011,5392446,11.3,9.6,0.5
Slovakia,2012,5404322,10.3,9.7,0.6
Slovakia,2013,5410836,10.1,9.6,0.4
Slovakia,2014,5415949,10.2,9.5,0.3
Slovakia,2015,5421349,10.3,9.9,0.6
Slovakia,2016,5426252,10.6,9.6,0.7
Slovakia,2017,5435343,10.7,9.9,0.7
Slovakia,2018,5443120,10.6,10.0,0.7
Slovakia,2019,5450421,10.5,9.8,0.7
Slovakia,2020,5457873,10.4,10.8,0.8
Slovakia,2021,5459781,10.4,13.5,-1.5
Slovakia,2022,5434712,9.7,11.0,0.2
Slovakia,2023,5428792,9.0,10.0,0.3
San Marino,2004,29241,10.4,6.3,10.6
San Marino,2005,29673,9.5,7.3,8.7
San Marino,2006,29999,10.0,7.5,9.7
San Marino,2007,30368,9.4,7.2,51.9
San Marino,2008,32054,11.0,6.0,-29.8
San Marino,2009,31269,,,
San Marino,2011,31863,10.0,6.8,43.2
San Marino,2012,33376,8.7,7.1,3.9
San Marino,2013,33562,9.7,7.5,-33.7
San Marino,2018,34453,6.8,7.1,4.2
Türkiye,1960,27119962,,,
Türkiye,1961,27755078,,,
Türkiye,1962,28435197,,,
Türkiye,1963,29162545,,,
Türkiye,1964,29939582,,,
Türkiye,1965,30769013,,,
Türkiye,1966,31499416,,,
Türkiye,1967,32273630,,,
Türkiye,1968,33093700,,,
Türkiye,1969,33961875,,,
Türkiye,1970,34880611,,,
Türkiye,1971,35707058,,,
Türkiye,1972,36582215,,,
Türkiye,1973,37508880,,,
Türkiye,1974,38490106,,,
Türkiye,1975,39529218,,,
Türkiye,1976,40281507,,,
Türkiye,1977,41102443,,,
Türkiye,1978,41996129,,,
Türkiye,1979,42967253,,,
Türkiye,1980,44021146,,,
Türkiye,1981,45023450,,,
Türkiye,1982,46085508,,,
Türkiye,1983,47210448,,,
Türkiye,1984,48401689,,,
Türkiye,1985,49662958,,,
Türkiye,1986,50695548,,,
Türkiye,1987,51791212,,,
Türkiye,1988,52953586,,,
Türkiye,1989,54186642,,,
Türkiye,1990,55494711,,,
Türkiye,1991,56714051,,,
Türkiye,1992,57835076,,,
Türkiye,1993,58958565,,,
Türkiye,1994,60079060,,,
Türkiye,1995,61203584,23.8,7.1,1.7
Türkiye,1996,62337617,23.4,6.7,1.5
Türkiye,1997,63484661,23.1,6.6,1.6
Türkiye,1998,64641675,22.6,6.5,1.5
Türkiye,1999,65786563,21.9,6.4,1.2
Türkiye,2000,66889425,21.1,7.1,-46.8
Türkiye,2001,64729501,20.3,6.9,0.0
Türkiye,2002,65603160,18.6,6.6,0.0
Türkiye,2003,66401851,18.0,6.3,0.1
Türkiye,2004,67187251,18.1,6.1,0.1
Türkiye,2005,68010221,18.2,5.9,0.1
Türkiye,2006,68860539,18.1,5.7,0.2
Türkiye,2007,69729967,18.4,5.6,-0.6
Türkiye,2008,70586256,18.2,5.5,0.4
Türkiye,2009,71517100,17.5,5.4,2.4
Türkiye,2010,72561312,16.9,5.0,3.9
Türkiye,2011,73722988,16.7,5.1,1.8
Türkiye,2012,74724269,17.0,5.4,0.3
Türkiye,2013,75627384,16.8,4.9,1.7
Türkiye,2014,76667864,17.3,5.1,1.0
Türkiye,2015,77695904,16.9,5.2,1.6
Türkiye,2016,78741053,16.5,5.3,2.3
Türkiye,2017,79814871,16.1,5.3,1.6
Türkiye,2018,80810525,15.3,5.2,4.6
Türkiye,2019,82003882,14.3,5.3,4.9
Türkiye,2020,83154997,13.3,,
Türkiye,2021,83614362,12.8,,
Türkiye,2022,84680273,12.2,5.9,0.8
Türkiye,2023,85279553,11.2,6.2,-4.0
Ukraine,2000,49114950,7.9,15.5,-1.6
Ukraine,2001,48663609,7.8,15.4,-1.1
Ukraine,2002,48240902,8.1,15.7,-1.1
Ukraine,2003,47823108,8.6,16.1,-0.5
Ukraine,2004,47442079,9.0,16.1,-0.2
Ukraine,2005,47100462,9.1,16.7,0.1
Ukraine,2006,46749170,9.9,16.3,0.3
Ukraine,2007,46465691,10.2,16.5,0.4
Ukraine,2008,46192309,11.1,16.4,0.3
Ukraine,2009,45963359,11.2,15.4,0.3
Ukraine,2010,45782592,10.9,15.3,0.4
Ukraine,2011,45598179,11.0,14.6,0.4
Ukraine,2012,45453282,11.5,14.6,1.4
Ukraine,2013,45372692,11.1,14.6,0.7
